time usec,eci.quat.w,eci.quat.x,eci.quat.y,eci.quat.z,orb.quat.w,orb.quat.x,orb.quat.y,orb.quat.z,latitude deg,longitude deg,altitude m
1729744945615173,0.7454932332038879,-0.6181886792182922,0.2198154330253601,0.11731909215450287,0.709596574306488,0.0036450012121349573,0.7045986652374268,0.0003468395443633199,27.968425750732422,69.81803894042969,536171.375
1729744946238678,0.7445588111877441,-0.6197509765625,0.21940715610980988,0.11576471477746964,0.708863377571106,0.0017007873393595219,0.7053436636924744,0.00044579626410268247,27.929447174072266,69.80879211425781,536173.5625
1729744947364044,0.7437053918838501,-0.6212803721427917,0.21885819733142853,0.11407934874296188,0.7081590890884399,-0.00011884326522704214,0.7060526609420776,0.0005457646329887211,27.8591365814209,69.7921371459961,536177.5625
1729744947986511,0.7433408498764038,-0.6219433546066284,0.21858163177967072,0.11337066441774368,0.7078840136528015,-0.0008653579279780388,0.7063278555870056,0.0006399088306352496,27.82023048400879,69.78292846679688,536179.8125
1729744949230774,0.7421910762786865,-0.6238706111907959,0.21798203885555267,0.1114526093006134,0.7070232629776001,-0.0031299558468163013,0.707182765007019,0.0009122739429585636,27.742435455322266,69.7645263671875,536184.25
1729744949853668,0.7420638799667358,-0.624113917350769,0.21785059571266174,0.11119402945041656,0.7069401144981384,-0.003263599006459117,0.7072650194168091,0.0010870391270145774,27.703527450561523,69.75533294677734,536186.5
1729744950354920,0.7425432205200195,-0.6234144568443298,0.21787551045417786,0.11186719685792923,0.7073547840118408,-0.002157223876565695,0.7068542838096619,0.001240644953213632,27.6722412109375,69.74794006347656,536188.3125
1729744950978211,0.7429534792900085,-0.6228121519088745,0.21790729463100433,0.11243470013141632,0.707699716091156,-0.0011291906703263521,0.7065109610557556,0.0014445979613810778,27.633209228515625,69.73872375488281,536190.5625
1729744951600678,0.7431273460388184,-0.6226094961166382,0.21781542897224426,0.1125858947634697,0.7078577280044556,-0.0006781117408536375,0.706352949142456,0.001590183936059475,27.5943660736084,69.72956085205078,536192.8125
1729744952224793,0.7431216239929199,-0.6226876378059387,0.217681422829628,0.11245085299015045,0.7078620791435242,-0.0006101222825236619,0.7063482999801636,0.001724148984067142,27.555360794067383,69.7203598022461,536195.125
1729744954095245,0.7423121929168701,-0.6241488456726074,0.21711315214633942,0.11078241467475891,0.7071887850761414,-0.00208429922349751,0.7070186734199524,0.002073056297376752,27.438447952270508,69.69281005859375,536202.0
1729744954718445,0.7419326305389404,-0.6248000264167786,0.21690303087234497,0.11006341129541397,0.7068734765052795,-0.0027987847570329905,0.7073310613632202,0.002189326100051403,27.39948844909668,69.68363952636719,536204.3125
1729744955341583,0.7378426790237427,-0.6312353014945984,0.21527352929115295,0.10386299341917038,0.7038259506225586,-0.011567364446818829,0.7102750539779663,0.0021407308522611856,27.36054801940918,69.67448425292969,536206.6875
1729744955965302,0.7374294996261597,-0.6318580508232117,0.21520233154296875,0.1031557247042656,0.7034356594085693,-0.01219945214688778,0.7106504440307617,0.0023238686844706535,27.321523666381836,69.6653060913086,536209.0
